Tags,Location (Lat / Long),Lon,Lat,Name,Username,Date,Day,Image URL,id,Material,Material_TT,Item,Item_TT,Brand,Brand_TT,ID_1,Manufacturer,Site Area_m2,Site_Length_m,Road_Width_m,Landuse_Type,Number_Road_Lanes,Both_Sides,Tract,Mean Income_households_2019_5year_census,Median Income_households,Cal_Enviro_Screen,Street Sweeping Schedule,Area_m2,TractID,Name_2,descriptio,timestamp,begin,end,altitudeMo,tessellate,extrude,visibility,drawOrder,icon,layer,path
"plastic, string",33.9757797634545/-117.332307072466,-117.33231,33.97578,Site 5,mchou009,05/12/2018 10:14:01 GMT,12/5/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/12/05/e6fb0de0-fc0c-11e8-ab2b-23591c62764c-101103/180x180.jpg,2230535,Plastic,plastic,String,string,,,,other,7845.15900,251.80000,18.60000,Mixed,2,Yes,465.00000,33092,22675,90-95,2nd and 4th Wednesday AM,4.72728e+06,6065046500,Melissa_C,,,,,,1,0,-1,,,Melissa_C Melissa_C.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Melissa_C.kmz
plastic,33.9757371414769/-117.332668583949,-117.33267,33.97574,Site 5,mchou009,05/12/2018 10:17:42 GMT,12/5/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/12/05/f9ac0ed0-fc0c-11e8-ab2b-23591c62764c-101103/180x180.jpg,2230541,Plastic,plastic,,other,,,,other,7845.15900,251.80000,18.60000,Mixed,2,Yes,465.00000,33092,22675,90-95,2nd and 4th Wednesday AM,4.72728e+06,6065046500,Melissa_C,,,,,,1,0,-1,,,Melissa_C Melissa_C.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Melissa_C.kmz
"paper, form",33.9757725550178/-117.33341038238,-117.33341,33.97577,Site 5,mchou009,05/12/2018 10:20:25 GMT,12/5/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/12/05/0f813320-fc0d-11e8-ab2b-23591c62764c-101103/180x180.jpg,2230544,Paper,paper,Form,napkins,,,,other,7845.15900,251.80000,18.60000,Mixed,2,Yes,465.00000,33092,22675,90-95,2nd and 4th Wednesday AM,4.72728e+06,6065046500,Melissa_C,,,,,,1,0,-1,,,Melissa_C Melissa_C.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Melissa_C.kmz
"plastic, string",33.9757393207717/-117.333594281336,-117.33359,33.97574,Site 5,mchou009,05/12/2018 10:21:26 GMT,12/5/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/12/05/12160ed0-fc0d-11e8-ab2b-23591c62764c-101103/180x180.jpg,2230545,Plastic,plastic,String,string,,,,other,7845.15900,251.80000,18.60000,Mixed,2,Yes,465.00000,33092,22675,90-95,2nd and 4th Wednesday AM,4.72728e+06,6065046500,Melissa_C,,,,,,1,0,-1,,,Melissa_C Melissa_C.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Melissa_C.kmz
"plastic, pencil",33.9757781289834/-117.333592772593,-117.33359,33.97578,Site 5,mchou009,05/12/2018 10:22:32 GMT,12/5/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/12/05/02bc0ba0-fc0e-11e8-ab2b-23591c62764c-101103/180x180.jpg,2230546,Plastic,plastic,Pencil,pens/pencils,,,,other,7845.15900,251.80000,18.60000,Mixed,2,Yes,465.00000,33092,22675,90-95,2nd and 4th Wednesday AM,4.72728e+06,6065046500,Melissa_C,,,,,,1,0,-1,,,Melissa_C Melissa_C.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Melissa_C.kmz
paper,33.9757692022566/-117.333641052355,-117.33364,33.97577,Site 5,mchou009,05/12/2018 10:24:12 GMT,12/5/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/12/05/09ba8300-fc0e-11e8-ab2b-23591c62764c-101103/180x180.jpg,2230548,Paper,paper,,other,,,,other,7845.15900,251.80000,18.60000,Mixed,2,Yes,465.00000,33092,22675,90-95,2nd and 4th Wednesday AM,4.72728e+06,6065046500,Melissa_C,,,,,,1,0,-1,,,Melissa_C Melissa_C.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Melissa_C.kmz
paper,33.9757818589303/-117.333875745644,-117.33388,33.97578,Site 5,mchou009,05/12/2018 10:24:20 GMT,12/5/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/12/05/0b460500-fc0e-11e8-ab2b-23591c62764c-101103/180x180.jpg,2230549,Paper,paper,,other,,,,other,7845.15900,251.80000,18.60000,Mixed,2,Yes,465.00000,33092,22675,90-95,2nd and 4th Wednesday AM,4.72728e+06,6065046500,Melissa_C,,,,,,1,0,-1,,,Melissa_C Melissa_C.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Melissa_C.kmz
paper,33.9756248658839/-117.331503499409,-117.33150,33.97562,Site 5,mchou009,05/12/2018 10:28:20 GMT,12/5/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/12/05/0fc5e7d0-fc0e-11e8-ab2b-23591c62764c-101103/180x180.jpg,2230550,Paper,paper,,other,,,,other,7845.15900,251.80000,18.60000,Mixed,2,Yes,465.00000,33092,22675,90-95,2nd and 4th Wednesday AM,4.72728e+06,6065046500,Melissa_C,,,,,,1,0,-1,,,Melissa_C Melissa_C.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Melissa_C.kmz
paper,33.9756876882482/-117.332056369742,-117.33206,33.97569,Site 5,mchou009,05/12/2018 10:30:35 GMT,12/5/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/12/05/154f4b60-fc0e-11e8-ab2b-23591c62764c-101103/180x180.jpg,2230552,Paper,paper,,other,,,,other,7845.15900,251.80000,18.60000,Mixed,2,Yes,465.00000,33092,22675,90-95,2nd and 4th Wednesday AM,4.72728e+06,6065046500,Melissa_C,,,,,,1,0,-1,,,Melissa_C Melissa_C.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Melissa_C.kmz
plastic,33.9755795197878/-117.332309587037,-117.33231,33.97558,Site 5,mchou009,05/12/2018 10:31:58 GMT,12/5/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/12/05/18ad6a80-fc0e-11e8-ab2b-23591c62764c-101103/180x180.jpg,2230553,Plastic,plastic,,other,,,,other,7845.15900,251.80000,18.60000,Mixed,2,Yes,465.00000,33092,22675,90-95,2nd and 4th Wednesday AM,4.72728e+06,6065046500,Melissa_C,,,,,,1,0,-1,,,Melissa_C Melissa_C.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Melissa_C.kmz
tinfoil,33.9755824953634/-117.332344707211,-117.33234,33.97558,Site 5,mchou009,05/12/2018 10:32:26 GMT,12/5/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/12/05/1f8bafb0-fc0e-11e8-ab2b-23591c62764c-101103/180x180.jpg,2230555,Tinfoil,metal,,other,,,,other,7845.15900,251.80000,18.60000,Mixed,2,Yes,465.00000,33092,22675,90-95,2nd and 4th Wednesday AM,4.72728e+06,6065046500,Melissa_C,,,,,,1,0,-1,,,Melissa_C Melissa_C.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Melissa_C.kmz
,33.9755467046369/-117.332520140444,-117.33252,33.97555,Site 5,mchou009,05/12/2018 10:34:07 GMT,12/5/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/12/05/24dcec40-fc0e-11e8-ab2b-23591c62764c-101103/180x180.jpg,2230558,Plastic,plastic,,other,,,,other,7845.15900,251.80000,18.60000,Mixed,2,Yes,465.00000,33092,22675,90-95,2nd and 4th Wednesday AM,4.72728e+06,6065046500,Melissa_C,,,,,,1,0,-1,,,Melissa_C Melissa_C.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Melissa_C.kmz
plastic,33.9756705472562/-117.332778973614,-117.33278,33.97567,Site 5,mchou009,05/12/2018 10:36:30 GMT,12/5/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/12/05/27c47bd0-fc0e-11e8-ab2b-23591c62764c-101103/180x180.jpg,2230560,Plastic,plastic,,other,,,,other,7845.15900,251.80000,18.60000,Mixed,2,Yes,465.00000,33092,22675,90-95,2nd and 4th Wednesday AM,4.72728e+06,6065046500,Melissa_C,,,,,,1,0,-1,,,Melissa_C Melissa_C.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Melissa_C.kmz
plastic,33.9756430546138/-117.333774995168,-117.33378,33.97564,Site 5,mchou009,05/12/2018 10:38:51 GMT,12/5/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/12/05/2fcb3b70-fc0e-11e8-ab2b-23591c62764c-101103/180x180.jpg,2230563,Plastic,plastic,,other,,,,other,7845.15900,251.80000,18.60000,Mixed,2,Yes,465.00000,33092,22675,90-95,2nd and 4th Wednesday AM,4.72728e+06,6065046500,Melissa_C,,,,,,1,0,-1,,,Melissa_C Melissa_C.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Melissa_C.kmz
paper,33.975565563919/-117.334018237998,-117.33402,33.97557,Site 5,mchou009,05/12/2018 10:40:13 GMT,12/5/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/12/05/34154130-fc0e-11e8-ab2b-23591c62764c-101103/180x180.jpg,2230566,Paper,paper,,other,,,,other,7845.15900,251.80000,18.60000,Mixed,2,Yes,465.00000,33092,22675,90-95,2nd and 4th Wednesday AM,4.72728e+06,6065046500,Melissa_C,,,,,,1,0,-1,,,Melissa_C Melissa_C.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Melissa_C.kmz
"cigarette, filter",33.9755481295604/-117.333788322394,-117.33379,33.97555,Site 5,mchou009,05/12/2018 10:40:55 GMT,12/5/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/12/05/365ee310-fc0e-11e8-ab2b-23591c62764c-101103/180x180.jpg,2230567,Filter,plastic,Cigarette Filter,cigarettefilters,,,,other,7845.15900,251.80000,18.60000,Mixed,2,Yes,465.00000,33092,22675,90-95,2nd and 4th Wednesday AM,4.72728e+06,6065046500,Melissa_C,,,,,,1,0,-1,,,Melissa_C Melissa_C.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Melissa_C.kmz
plastic,34.00384905/-117.35502041,-117.35502,34.00385,Site 7A,litterati-92684,06/10/2018 01:00:23 GMT,10/6/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/06/a5d1e81f-e3d9-3656-aa2b-4fb812e91bf1-92684/180x180.jpg,1995021,plastic,plastic,wrapper,wrappers,zee,zee,,other,2580.62400,138.30000,9.50000,Residential,2,Yes,423.00000,78166,57475,85-90,2nd and 4th Friday AM,1.00081e+07,6065042300,Win,,,,,,1,0,-1,,,Win Win.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Win.kmz
plastic,34.00383817/-117.35504129,-117.35504,34.00384,Site 7A,litterati-92684,06/10/2018 01:00:44 GMT,10/6/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/06/24a9e6cd-1235-360b-a2ee-140a56eb8300-92684/180x180.jpg,1995022,plastic,plastic,,other,,,,other,2580.62400,138.30000,9.50000,Residential,2,Yes,423.00000,78166,57475,85-90,2nd and 4th Friday AM,1.00081e+07,6065042300,Win,,,,,,1,0,-1,,,Win Win.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Win.kmz
plastic,34.00377724/-117.35507435,-117.35507,34.00378,Site 7A,litterati-92684,06/10/2018 01:02:14 GMT,10/6/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/06/41f0cac5-0336-3439-a8a5-85af1ad962e4-92684/180x180.jpg,1995027,plastic,plastic,,other,,,,other,2580.62400,138.30000,9.50000,Residential,2,Yes,423.00000,78166,57475,85-90,2nd and 4th Friday AM,1.00081e+07,6065042300,Win,,,,,,1,0,-1,,,Win Win.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Win.kmz
,34.00374083/-117.35515971,-117.35516,34.00374,Site 7A,litterati-92684,06/10/2018 01:03:58 GMT,10/6/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/06/2d403f23-1196-376a-acf7-ffb47d657b0d-92684/180x180.jpg,1995032,paper,paper,box,other,zee,zee,,other,2580.62400,138.30000,9.50000,Residential,2,Yes,423.00000,78166,57475,85-90,2nd and 4th Friday AM,1.00081e+07,6065042300,Win,,,,,,1,0,-1,,,Win Win.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Win.kmz
,34.00374083/-117.35515971,-117.35516,34.00374,Site 7A,litterati-92684,06/10/2018 01:03:58 GMT,10/6/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/06/2d403f23-1196-376a-acf7-ffb47d657b0d-92684/180x180.jpg,1995032,plastic,plastic,wrapper,wrappers,zee,zee,,other,2580.62400,138.30000,9.50000,Residential,2,Yes,423.00000,78166,57475,85-90,2nd and 4th Friday AM,1.00081e+07,6065042300,Win,,,,,,1,0,-1,,,Win Win.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Win.kmz
,34.00374083/-117.35515971,-117.35516,34.00374,Site 7A,litterati-92684,06/10/2018 01:03:58 GMT,10/6/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/06/2d403f23-1196-376a-acf7-ffb47d657b0d-92684/180x180.jpg,1995032,plastic,plastic,,other,,,,other,2580.62400,138.30000,9.50000,Residential,2,Yes,423.00000,78166,57475,85-90,2nd and 4th Friday AM,1.00081e+07,6065042300,Win,,,,,,1,0,-1,,,Win Win.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Win.kmz
plastic,34.00375202/-117.35517192,-117.35517,34.00375,Site 7A,litterati-92684,06/10/2018 01:04:12 GMT,10/6/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/06/b2f53b3e-04f6-3fe3-bc0b-16cda6b959ad-92684/180x180.jpg,1995033,plastic,plastic,,other,,,,other,2580.62400,138.30000,9.50000,Residential,2,Yes,423.00000,78166,57475,85-90,2nd and 4th Friday AM,1.00081e+07,6065042300,Win,,,,,,1,0,-1,,,Win Win.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Win.kmz
plastic,34.00373864/-117.35516162,-117.35516,34.00374,Site 7A,litterati-92684,06/10/2018 01:04:26 GMT,10/6/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/06/c257efb8-7583-33ac-bc81-ba3f45336765-92684/180x180.jpg,1995034,plastic,plastic,wrapper,wrappers,zee,zee,,other,2580.62400,138.30000,9.50000,Residential,2,Yes,423.00000,78166,57475,85-90,2nd and 4th Friday AM,1.00081e+07,6065042300,Win,,,,,,1,0,-1,,,Win Win.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Win.kmz
,34.00373068/-117.35516142,-117.35516,34.00373,Site 7A,litterati-92684,06/10/2018 01:05:17 GMT,10/6/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/06/36babdf1-ff8c-35d1-8800-a6ef76fc005b-92684/180x180.jpg,1995036,plastic,plastic,wrapper,wrappers,zee,zee,,other,2580.62400,138.30000,9.50000,Residential,2,Yes,423.00000,78166,57475,85-90,2nd and 4th Friday AM,1.00081e+07,6065042300,Win,,,,,,1,0,-1,,,Win Win.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Win.kmz
battery,34.00374642/-117.35519087,-117.35519,34.00375,Site 7A,litterati-92684,06/10/2018 01:05:46 GMT,10/6/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/06/5346257a-6fe0-3548-b6a2-7e4d7fd961ce-92684/180x180.jpg,1995037,metal,metal,battery,batteries,,,,other,2580.62400,138.30000,9.50000,Residential,2,Yes,423.00000,78166,57475,85-90,2nd and 4th Friday AM,1.00081e+07,6065042300,Win,,,,,,1,0,-1,,,Win Win.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Win.kmz
battery,34.00374642/-117.35519087,-117.35519,34.00375,Site 7A,litterati-92684,06/10/2018 01:05:46 GMT,10/6/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/06/5346257a-6fe0-3548-b6a2-7e4d7fd961ce-92684/180x180.jpg,1995037,metal,metal,battery,batteries,,,,other,2580.62400,138.30000,9.50000,Residential,2,Yes,423.00000,78166,57475,85-90,2nd and 4th Friday AM,1.00081e+07,6065042300,Win,,,,,,1,0,-1,,,Win Win.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Win.kmz
battery,34.00373002/-117.35519728,-117.35520,34.00373,Site 7A,litterati-92684,06/10/2018 01:07:03 GMT,10/6/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/06/b681b6f1-c6ed-345b-bb21-4d34c0b2afa9-92684/180x180.jpg,1995040,metal,metal,battery,batteries,sunbeam,sunbeam,,other,2580.62400,138.30000,9.50000,Residential,2,Yes,423.00000,78166,57475,85-90,2nd and 4th Friday AM,1.00081e+07,6065042300,Win,,,,,,1,0,-1,,,Win Win.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Win.kmz
,34.0037374/-117.35521239,-117.35521,34.00374,Site 7A,litterati-92684,06/10/2018 01:07:19 GMT,10/6/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/06/b5a42c32-7379-3984-98e2-8a35faa6913d-92684/180x180.jpg,1995041,plastic,plastic,,other,,,,other,2580.62400,138.30000,9.50000,Residential,2,Yes,423.00000,78166,57475,85-90,2nd and 4th Friday AM,1.00081e+07,6065042300,Win,,,,,,1,0,-1,,,Win Win.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Win.kmz
plastic,34.00373722/-117.35521284,-117.35521,34.00374,Site 7A,litterati-92684,06/10/2018 01:07:55 GMT,10/6/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/06/775e9cf4-d128-31bc-bc00-42efcb883289-92684/180x180.jpg,1995042,plastic,plastic,,other,,,,other,2580.62400,138.30000,9.50000,Residential,2,Yes,423.00000,78166,57475,85-90,2nd and 4th Friday AM,1.00081e+07,6065042300,Win,,,,,,1,0,-1,,,Win Win.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Win.kmz
,34.00373965/-117.35521526,-117.35522,34.00374,Site 7A,litterati-92684,06/10/2018 01:08:01 GMT,10/6/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/06/174c1225-ede3-35e4-84bf-2274757e7e3d-92684/180x180.jpg,1995043,rubber,rubber,balloon,balloons,,,,other,2580.62400,138.30000,9.50000,Residential,2,Yes,423.00000,78166,57475,85-90,2nd and 4th Friday AM,1.00081e+07,6065042300,Win,,,,,,1,0,-1,,,Win Win.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Win.kmz
paper,34.00369225/-117.35525943,-117.35526,34.00369,Site 7A,litterati-92684,06/10/2018 01:08:23 GMT,10/6/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/06/ea43a08f-0213-39ae-8ad8-84e21c7e403e-92684/180x180.jpg,1995044,paper,paper,,other,,,,other,2580.62400,138.30000,9.50000,Residential,2,Yes,423.00000,78166,57475,85-90,2nd and 4th Friday AM,1.00081e+07,6065042300,Win,,,,,,1,0,-1,,,Win Win.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Win.kmz
paper,34.0036026/-117.35537904,-117.35538,34.00360,Site 7A,litterati-92684,06/10/2018 01:08:51 GMT,10/6/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/06/4289ec96-96c1-3492-ad46-4cdf7f03eac2-92684/180x180.jpg,1995045,paper,paper,,other,,,,other,2580.62400,138.30000,9.50000,Residential,2,Yes,423.00000,78166,57475,85-90,2nd and 4th Friday AM,1.00081e+07,6065042300,Win,,,,,,1,0,-1,,,Win Win.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Win.kmz
"plastic, lid",34.00360586/-117.35538399,-117.35538,34.00361,Site 7A,litterati-92684,06/10/2018 01:09:02 GMT,10/6/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/06/5ed4a3af-7084-3161-aa67-b780209eee13-92684/180x180.jpg,1995046,plastic,plastic,lid,lids,,,,other,2580.62400,138.30000,9.50000,Residential,2,Yes,423.00000,78166,57475,85-90,2nd and 4th Friday AM,1.00081e+07,6065042300,Win,,,,,,1,0,-1,,,Win Win.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Win.kmz
plastic,34.00364902/-117.35546899,-117.35547,34.00365,Site 7A,litterati-92684,06/10/2018 01:09:36 GMT,10/6/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/06/511e8136-d2a7-3e81-aadb-99ea681f94de-92684/180x180.jpg,1995047,plastic,plastic,bottle cap,bottlecaps,,,,other,2580.62400,138.30000,9.50000,Residential,2,Yes,423.00000,78166,57475,85-90,2nd and 4th Friday AM,1.00081e+07,6065042300,Win,,,,,,1,0,-1,,,Win Win.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Win.kmz
plastic,34.003657/-117.3554991,-117.35550,34.00366,Site 7A,litterati-92684,06/10/2018 01:09:49 GMT,10/6/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/06/c4946c97-1cb1-3b3d-a230-4bc7e68dfa13-92684/180x180.jpg,1995048,plastic,plastic,food container,foodwrappersorcontainers,,,,other,2580.62400,138.30000,9.50000,Residential,2,Yes,423.00000,78166,57475,85-90,2nd and 4th Friday AM,1.00081e+07,6065042300,Win,,,,,,1,0,-1,,,Win Win.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Win.kmz
plastic,34.00368022/-117.35548794,-117.35549,34.00368,Site 7A,litterati-92684,06/10/2018 01:10:11 GMT,10/6/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/06/f9e16ab5-9cbb-39f8-ba7f-3cfdebcda7f1-92684/180x180.jpg,1995049,plastic,plastic,food wrapper,foodwrappers,reeses,Reese,475,Hershey Company,2580.62400,138.30000,9.50000,Residential,2,Yes,423.00000,78166,57475,85-90,2nd and 4th Friday AM,1.00081e+07,6065042300,Win,,,,,,1,0,-1,,,Win Win.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Win.kmz
,34.0037085/-117.35544282,-117.35544,34.00371,Site 7A,litterati-92684,06/10/2018 01:10:30 GMT,10/6/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/06/542d412c-771d-351c-b4e0-2228313255f7-92684/180x180.jpg,1995050,plastic,plastic,Beverage Bottle,beveragebottles,711,711,1657,7-Eleven,2580.62400,138.30000,9.50000,Residential,2,Yes,423.00000,78166,57475,85-90,2nd and 4th Friday AM,1.00081e+07,6065042300,Win,,,,,,1,0,-1,,,Win Win.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Win.kmz
,34.0037085/-117.35544282,-117.35544,34.00371,Site 7A,litterati-92684,06/10/2018 01:10:30 GMT,10/6/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/06/542d412c-771d-351c-b4e0-2228313255f7-92684/180x180.jpg,1995050,plastic,plastic,bottle cap,bottlecaps,711,711,1657,7-Eleven,2580.62400,138.30000,9.50000,Residential,2,Yes,423.00000,78166,57475,85-90,2nd and 4th Friday AM,1.00081e+07,6065042300,Win,,,,,,1,0,-1,,,Win Win.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Win.kmz
paper,34.00371901/-117.35542539,-117.35543,34.00372,Site 7A,litterati-92684,06/10/2018 01:10:49 GMT,10/6/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/06/22deabef-9f32-3319-a45d-044d90930778-92684/180x180.jpg,1995051,paper,paper,reciept,reciepts,,,,other,2580.62400,138.30000,9.50000,Residential,2,Yes,423.00000,78166,57475,85-90,2nd and 4th Friday AM,1.00081e+07,6065042300,Win,,,,,,1,0,-1,,,Win Win.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Win.kmz
plastic,34.00371414/-117.35538979,-117.35539,34.00371,Site 7A,litterati-92684,06/10/2018 01:11:07 GMT,10/6/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/06/731cb83a-1dd2-326f-851f-99d8db6e8623-92684/180x180.jpg,1995052,plastic,plastic,food wrapper,foodwrappers,,,,other,2580.62400,138.30000,9.50000,Residential,2,Yes,423.00000,78166,57475,85-90,2nd and 4th Friday AM,1.00081e+07,6065042300,Win,,,,,,1,0,-1,,,Win Win.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Win.kmz
