Tags,Location (Lat / Long),Lon,Lat,Name,Username,Date,Day,Image URL,id,Material,Material_TT,Item,Item_TT,Brand,Brand_TT,ID,Manufacturer,Site Area_m2,Site_Length_m,Road_Width_m,Landuse_Type,Number_Road_Lanes,Both_Sides,Tract,Mean Income_households_2019_5year_census,Median Income_households,Cal_Enviro_Screen,Street Sweeping Schedule,Area_m2,TractID
"granolabarwrapper, plastic, quaker",33.9794706317481/-117.332531665112,-117.3325317,33.97947063,Site 2,hnogi001,10/11/2019 12:09:26 GMT,11/10/2019,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2019/11/10/151045-1573345196113.jpg,4590197,plastic ,plastic,wrapper ,wrappers,Quaker Oats ,Quaker Oats,1083,PepsiCo,4918,153.9,18.7,Residential,2,Yes,465,33092,22675,90-95,2nd and 4th Wednesday AM,4727275,6065046500
"snickers, candywrapper, plastic",33.9794706317481/-117.332531665112,-117.3325317,33.97947063,Site 2,hnogi001,10/11/2019 12:10:19 GMT,11/10/2019,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2019/11/10/151045-1573345196684.jpg,4590198,plastic ,plastic,candy wrapper ,foodwrappers,snickers ,Snickers,763,Mars Incorporated,4918,153.9,18.7,Residential,2,Yes,465,33092,22675,90-95,2nd and 4th Wednesday AM,4727275,6065046500
"plastic, miscellaneous",33.9794706317481/-117.332531665112,-117.3325317,33.97947063,Site 2,hnogi001,10/11/2019 12:10:45 GMT,11/10/2019,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2019/11/10/151045-1573345197995.jpg,4590200,plastic,plastic,misc,other,,,,other,4918,153.9,18.7,Residential,2,Yes,465,33092,22675,90-95,2nd and 4th Wednesday AM,4727275,6065046500
"marlboro, cigarette",33.9794706317481/-117.332531665112,-117.3325317,33.97947063,Site 2,hnogi001,10/11/2019 12:11:07 GMT,11/10/2019,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2019/11/10/151045-1573345197998.jpg,4590199,paper ,paper,cigarette ,cigarettes/cigartips,marbolo ,Marlboro,1150,Philip Morris,4918,153.9,18.7,Residential,2,Yes,465,33092,22675,90-95,2nd and 4th Wednesday AM,4727275,6065046500
"marlboro, cigarette",33.9794706317481/-117.332531665112,-117.3325317,33.97947063,Site 2,hnogi001,10/11/2019 12:11:23 GMT,11/10/2019,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2019/11/10/151045-1573345198148.jpg,4590201,paper ,paper,cigarette ,cigarettes/cigartips,marbolo ,Marlboro,1150,Philip Morris,4918,153.9,18.7,Residential,2,Yes,465,33092,22675,90-95,2nd and 4th Wednesday AM,4727275,6065046500
"plastic, cheetos, plasticbag",33.9794706317481/-117.332531665112,-117.3325317,33.97947063,Site 2,hnogi001,10/11/2019 12:11:50 GMT,11/10/2019,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2019/11/10/151045-1573345198971.jpg,4590202,plastic ,plastic,bag ,bags,Cheetos ,Cheetos,1084,PepsiCo,4918,153.9,18.7,Residential,2,Yes,465,33092,22675,90-95,2nd and 4th Wednesday AM,4727275,6065046500
cigarette,33.9794706317481/-117.332531665112,-117.3325317,33.97947063,Site 2,hnogi001,10/11/2019 12:12:16 GMT,11/10/2019,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2019/11/10/151045-1573345199867.jpg,4590203,paper ,paper,cigarette ,cigarettes/cigartips,,,,other,4918,153.9,18.7,Residential,2,Yes,465,33092,22675,90-95,2nd and 4th Wednesday AM,4727275,6065046500
"plastic, straw",33.9794706317481/-117.332531665112,-117.3325317,33.97947063,Site 2,hnogi001,10/11/2019 12:12:44 GMT,11/10/2019,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2019/11/10/151045-1573345199941.jpg,4590205,plastic ,plastic,straw ,straws,,,,other,4918,153.9,18.7,Residential,2,Yes,465,33092,22675,90-95,2nd and 4th Wednesday AM,4727275,6065046500
"plastic, plasticbag",33.9794706317481/-117.332531665112,-117.3325317,33.97947063,Site 2,hnogi001,10/11/2019 12:13:43 GMT,11/10/2019,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2019/11/10/151045-1573345199934.jpg,4590204,plastic ,plastic,bag,bags,,,,other,4918,153.9,18.7,Residential,2,Yes,465,33092,22675,90-95,2nd and 4th Wednesday AM,4727275,6065046500
"aluminum, can",33.9795353592193/-117.333161276222,-117.3331613,33.97953536,Site 2,hnogi001,10/11/2019 12:14:58 GMT,11/10/2019,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2019/11/10/151045-1573345193787.jpg,4590191,aluminum ,metal,can ,cans,monster ,Monster,986,Monster Energy,4918,153.9,18.7,Residential,2,Yes,465,33092,22675,90-95,2nd and 4th Wednesday AM,4727275,6065046500
"chase, receipt",33.9795353592193/-117.333161276222,-117.3331613,33.97953536,Site 2,hnogi001,10/11/2019 12:15:12 GMT,11/10/2019,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2019/11/10/151045-1573345192777.jpg,4590190,paper,paper,receipt ,reciepts,chase ,chase,,other,4918,153.9,18.7,Residential,2,Yes,465,33092,22675,90-95,2nd and 4th Wednesday AM,4727275,6065046500
"plastic, plasticbottle",33.979368632007/-117.332745203376,-117.3327452,33.97936863,Site 2,hnogi001,10/11/2019 12:15:59 GMT,11/10/2019,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2019/11/10/151045-1573345191835.jpg,4590189,plastic ,plastic,bottle ,bottles&jars,,,,other,4918,153.9,18.7,Residential,2,Yes,465,33092,22675,90-95,2nd and 4th Wednesday AM,4727275,6065046500
"alcohol, aluminum, can",33.979368632007/-117.332745203376,-117.3327452,33.97936863,Site 2,hnogi001,10/11/2019 12:16:14 GMT,11/10/2019,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2019/11/10/151045-1573345191761.jpg,4590188,aluminum ,metal,can ,cans,mike's hard ,Mike's Hard Lemonade,756,Mark Anthony International,4918,153.9,18.7,Residential,2,Yes,465,33092,22675,90-95,2nd and 4th Wednesday AM,4727275,6065046500
"starbucks, plastic, coffeecup",33.979368632007/-117.332745203376,-117.3327452,33.97936863,Site 2,hnogi001,10/11/2019 12:16:20 GMT,11/10/2019,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2019/11/10/151045-1573345191556.jpg,4590187,plastic ,plastic,cup ,cups,Starbucks ,Starbucks,1376,Starbucks,4918,153.9,18.7,Residential,2,Yes,465,33092,22675,90-95,2nd and 4th Wednesday AM,4727275,6065046500
"starbucks, plastic, cup",33.979368632007/-117.332745203376,-117.3327452,33.97936863,Site 2,hnogi001,10/11/2019 12:16:35 GMT,11/10/2019,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2019/11/10/151045-1573345190897.jpg,4590186,plastic ,plastic,cup ,cups,Starbucks ,Starbucks,1376,Starbucks,4918,153.9,18.7,Residential,2,Yes,465,33092,22675,90-95,2nd and 4th Wednesday AM,4727275,6065046500
"plasticbobacup, plastic",33.979368632007/-117.332745203376,-117.3327452,33.97936863,Site 2,hnogi001,10/11/2019 12:16:44 GMT,11/10/2019,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2019/11/10/151045-1573345187596.jpg,4590179,plastic ,plastic,cup,cups,share tea ,share tea,,other,4918,153.9,18.7,Residential,2,Yes,465,33092,22675,90-95,2nd and 4th Wednesday AM,4727275,6065046500
"plastic, lid",33.979368632007/-117.332745203376,-117.3327452,33.97936863,Site 2,hnogi001,10/11/2019 12:16:54 GMT,11/10/2019,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2019/11/10/151045-1573345189864.jpg,4590184,plastic ,plastic,lid ,lids,,,,other,4918,153.9,18.7,Residential,2,Yes,465,33092,22675,90-95,2nd and 4th Wednesday AM,4727275,6065046500
"toothbrush, plastic",33.979368632007/-117.332745203376,-117.3327452,33.97936863,Site 2,hnogi001,10/11/2019 12:17:10 GMT,11/10/2019,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2019/11/10/151045-1573345189866.jpg,4590185,plastic ,plastic,toothbrush ,toothbrushes,,,,other,4918,153.9,18.7,Residential,2,Yes,465,33092,22675,90-95,2nd and 4th Wednesday AM,4727275,6065046500
"plastic, miscellaneous",33.979368632007/-117.332745203376,-117.3327452,33.97936863,Site 2,hnogi001,10/11/2019 12:17:32 GMT,11/10/2019,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2019/11/10/151045-1573345189341.jpg,4590183,plastic ,plastic,straw wrapper ,wrappers,,,,other,4918,153.9,18.7,Residential,2,Yes,465,33092,22675,90-95,2nd and 4th Wednesday AM,4727275,6065046500
"paper, miscellaneous",33.979368632007/-117.332745203376,-117.3327452,33.97936863,Site 2,hnogi001,10/11/2019 12:17:51 GMT,11/10/2019,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2019/11/10/151045-1573345187354.jpg,4590178,paper ,paper,misc,other,,,,other,4918,153.9,18.7,Residential,2,Yes,465,33092,22675,90-95,2nd and 4th Wednesday AM,4727275,6065046500
"paper, miscellaneous",33.979368632007/-117.332745203376,-117.3327452,33.97936863,Site 2,hnogi001,10/11/2019 12:17:58 GMT,11/10/2019,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2019/11/10/151045-1573345185680.jpg,4590175,paper ,paper,misc ,other,,,,other,4918,153.9,18.7,Residential,2,Yes,465,33092,22675,90-95,2nd and 4th Wednesday AM,4727275,6065046500
"camelcigarettes, cigarette",33.979368632007/-117.332745203376,-117.3327452,33.97936863,Site 2,hnogi001,10/11/2019 12:18:21 GMT,11/10/2019,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2019/11/10/151045-1573345186032.jpg,4590176,paper ,paper,cigarette ,cigarettes/cigartips,camel ,Camel,1311,RJ Reynolds,4918,153.9,18.7,Residential,2,Yes,465,33092,22675,90-95,2nd and 4th Wednesday AM,4727275,6065046500
"cigarette, camelcigarettes",33.979368632007/-117.332745203376,-117.3327452,33.97936863,Site 2,hnogi001,10/11/2019 12:18:30 GMT,11/10/2019,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2019/11/10/151045-1573345186037.jpg,4590177,paper ,paper,cigarette ,cigarettes/cigartips,camel ,Camel,1311,RJ Reynolds,4918,153.9,18.7,Residential,2,Yes,465,33092,22675,90-95,2nd and 4th Wednesday AM,4727275,6065046500
"camelcigarettes, cigarette",33.979368632007/-117.332745203376,-117.3327452,33.97936863,Site 2,hnogi001,10/11/2019 12:18:43 GMT,11/10/2019,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2019/11/10/151045-1573345189075.jpg,4590182,paper ,paper,cigarette ,cigarettes/cigartips,camel ,Camel,1311,RJ Reynolds,4918,153.9,18.7,Residential,2,Yes,465,33092,22675,90-95,2nd and 4th Wednesday AM,4727275,6065046500
"plastic, plasticcap",33.979368632007/-117.332745203376,-117.3327452,33.97936863,Site 2,hnogi001,10/11/2019 12:18:51 GMT,11/10/2019,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2019/11/10/151045-1573345187949.jpg,4590181,plastic ,plastic,cap ,bottlecaps,Colgate ,Colgate,208,Colgate-Palmolive,4918,153.9,18.7,Residential,2,Yes,465,33092,22675,90-95,2nd and 4th Wednesday AM,4727275,6065046500
"maruchanramen, plastic, plasticwrapper",33.979368632007/-117.332745203376,-117.3327452,33.97936863,Site 2,hnogi001,10/11/2019 12:19:07 GMT,11/10/2019,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2019/11/10/151045-1573345187947.jpg,4590180,plastic ,plastic,food wrapper ,foodwrappers,maruchan ,Maruchan,1480,Toyo Suisan,4918,153.9,18.7,Residential,2,Yes,465,33092,22675,90-95,2nd and 4th Wednesday AM,4727275,6065046500
"cigarettebutt, camelcrush",33.979368632007/-117.332745203376,-117.3327452,33.97936863,Site 2,hnogi001,10/11/2019 12:19:16 GMT,11/10/2019,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2019/11/10/151045-1573345185352.jpg,4590174,paper ,paper,cigarettes ,cigarettes/cigartips,camel crush,Camel,1311,RJ Reynolds,4918,153.9,18.7,Residential,2,Yes,465,33092,22675,90-95,2nd and 4th Wednesday AM,4727275,6065046500
"paper, napkin",34.00396261/-117.3543222,-117.3543222,34.00396261,Site 7A,litterati-92684,11/10/2018 01:50:49 GMT,10/11/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/11/cf999f65-83aa-3bfc-9a7e-83af51b4928d-92684/180x180.jpg,2021408,paper,paper,napkin,napkins,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
paper,34.00396583/-117.35432293,-117.3543229,34.00396583,Site 7A,litterati-92684,11/10/2018 01:51:17 GMT,10/11/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/11/b9a8335b-6ac9-3ba4-9e63-591657b83740-92684/180x180.jpg,2021409,paper,paper,,other,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
"plastic, bottlecap",34.00397894/-117.35430563,-117.3543056,34.00397894,Site 7A,litterati-92684,11/10/2018 01:51:46 GMT,10/11/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/11/73e8066d-770f-33cf-8c0f-7e63332138a9-92684/180x180.jpg,2021411,plastic,plastic,bottlecap,bottlecaps,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
"paper, napkin",34.00397785/-117.35428128,-117.3542813,34.00397785,Site 7A,litterati-92684,11/10/2018 01:52:41 GMT,10/11/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/11/d61ffb09-12cc-3a85-8f41-1c6b82b18245-92684/180x180.jpg,2021414,paper,paper,napkin,napkins,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
cigarette,34.00400967/-117.35425743,-117.3542574,34.00400967,Site 7A,litterati-92684,11/10/2018 01:53:08 GMT,10/11/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/11/bfc94b27-a99e-3b6d-b882-4142398c5eae-92684/180x180.jpg,2021415,plastic,plastic,cigarette,cigarettes/cigartips,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
"cigarette, marlboro",34.00400102/-117.35423549,-117.3542355,34.00400102,Site 7A,litterati-92684,11/10/2018 01:53:36 GMT,10/11/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/11/43c458b3-4a7a-38e6-bded-97f04670475b-92684/180x180.jpg,2021417,plastic,plastic,cigarette,cigarettes/cigartips,marlboro,Marlboro,1150,Philip Morris,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
paper,34.0039955/-117.35427395,-117.354274,34.0039955,Site 7A,litterati-92684,11/10/2018 01:54:03 GMT,10/11/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/11/4a535a43-7148-35a0-ba79-986948defd21-92684/180x180.jpg,2021418,paper,paper,,other,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
cigarette,34.00398721/-117.35429094,-117.3542909,34.00398721,Site 7A,litterati-92684,11/10/2018 01:54:20 GMT,10/11/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/11/4073a09f-9970-3af2-82ec-7bd8dd72c569-92684/180x180.jpg,2021419,plastic,plastic,cigarette,cigarettes/cigartips,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
plastic,34.00393482/-117.35446521,-117.3544652,34.00393482,Site 7A,litterati-92684,11/10/2018 01:55:56 GMT,10/11/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/11/caa9616a-7510-31fc-9e39-37c0eab34633-92684/180x180.jpg,2021420,plastic,plastic,,other,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
"plastic, strawwrapper",34.00400695/-117.35464819,-117.3546482,34.00400695,Site 7A,litterati-92684,11/10/2018 01:57:18 GMT,10/11/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/11/46c2aea4-2eaa-3698-ac82-217107fc9a6a-92684/180x180.jpg,2021422,plastic,plastic,straw wrapper,wrappers,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
"paper, napkin",34.00401605/-117.35469809,-117.3546981,34.00401605,Site 7A,litterati-92684,11/10/2018 01:57:57 GMT,10/11/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/11/01c181e5-2d68-30a9-a083-f2121e187488-92684/180x180.jpg,2021423,paper,paper,napkin,napkins,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
"paper, plasticlid",34.00401813/-117.35468719,-117.3546872,34.00401813,Site 7A,litterati-92684,11/10/2018 01:58:26 GMT,10/11/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/11/b28d5ddc-e81e-3985-95c2-2e9801774b85-92684/180x180.jpg,2021425,plastic,plastic,lid,lids,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
"paper, plasticlid",34.00401813/-117.35468719,-117.3546872,34.00401813,Site 7A,litterati-92684,11/10/2018 01:58:26 GMT,10/11/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/11/b28d5ddc-e81e-3985-95c2-2e9801774b85-92684/180x180.jpg,2021425,paper,paper,napkin,napkins,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
"plastic, candywrapper",34.00398565/-117.354725,-117.354725,34.00398565,Site 7A,litterati-92684,11/10/2018 01:59:19 GMT,10/11/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/11/af27c1b1-b473-35c5-bb8e-99df9beebcb8-92684/180x180.jpg,2021427,plastic,plastic,food wrapper,foodwrappers,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
paper,34.00398982/-117.35477439,-117.3547744,34.00398982,Site 7A,litterati-92684,11/10/2018 01:59:53 GMT,10/11/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/11/2c9ef8a5-cd05-3ad5-9b2b-028b02c22207-92684/180x180.jpg,2021429,paper,paper,,other,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
"paper, foodwrapper",34.00398275/-117.35477281,-117.3547728,34.00398275,Site 7A,litterati-92684,11/10/2018 02:00:18 GMT,10/11/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/11/52726465-f239-3633-a726-cd1e1a99fce8-92684/180x180.jpg,2021430,paper,paper,food wrapper,foodwrappers,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
"metal, dime",34.00398797/-117.35478064,-117.3547806,34.00398797,Site 7A,litterati-92684,11/10/2018 02:00:42 GMT,10/11/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/11/a8a442d1-c044-3186-96bd-83bd571bf62a-92684/180x180.jpg,2021431,metal,metal,dime,other,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
plastic,34.00396385/-117.35477282,-117.3547728,34.00396385,Site 7A,litterati-92684,11/10/2018 02:01:19 GMT,10/11/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/11/a9c5a094-ed8a-3ea1-9342-ecbf9dd9427e-92684/180x180.jpg,2021433,plastic,plastic,,other,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
"paper, wrigleys",34.00395897/-117.35477303,-117.354773,34.00395897,Site 7A,litterati-92684,11/10/2018 02:01:40 GMT,10/11/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/11/7a2ee955-a763-30b2-8fc4-b5255c112557-92684/180x180.jpg,2021434,paper,paper,gum wrapper,foodwrappersorcontainers,wrigleys,Wrigley's,772,Mars Incorporated,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
paper,34.00395974/-117.35477225,-117.3547723,34.00395974,Site 7A,litterati-92684,11/10/2018 02:02:15 GMT,10/11/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/11/44d05d18-1ecc-3e78-ab7b-ead8c614a6d9-92684/180x180.jpg,2021435,paper,paper,,other,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
plastic,34.00394641/-117.3547827,-117.3547827,34.00394641,Site 7A,litterati-92684,11/10/2018 02:02:37 GMT,10/11/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/11/81787a73-7c39-36fd-9d7c-c37b5f16a795-92684/180x180.jpg,2021436,plastic,plastic,,other,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
plastic,34.00394097/-117.35477681,-117.3547768,34.00394097,Site 7A,litterati-92684,11/10/2018 02:02:55 GMT,10/11/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/11/277ba2bc-a0cf-3277-aded-68c47b0d5979-92684/180x180.jpg,2021437,plastic,plastic,,other,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
paper,34.0039233/-117.35480199,-117.354802,34.0039233,Site 7A,litterati-92684,11/10/2018 02:03:30 GMT,10/11/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/11/b195b67a-fdac-375c-b7fc-9c9498552628-92684/180x180.jpg,2021438,paper,paper,,other,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
"paper, mcdonalds, cone",34.00392714/-117.3548028,-117.3548028,34.00392714,Site 7A,litterati-92684,11/10/2018 02:03:44 GMT,10/11/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/11/520c3779-52e5-389f-9d50-bbf6787956d1-92684/180x180.jpg,2021439,paper,paper,food wrapper,foodwrappers,mcdonalds,McDonalds,922,McDonalds,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
"cigarette, camel",34.00393599/-117.35482753,-117.3548275,34.00393599,Site 7A,litterati-92684,11/10/2018 02:04:29 GMT,10/11/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/11/c9e16646-1f1f-39c0-a0ce-40136a0ad87e-92684/180x180.jpg,2021440,plastic,plastic,cigarette,cigarettes/cigartips,camel,Camel,1311,RJ Reynolds,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
plastic,34.00394334/-117.35480832,-117.3548083,34.00394334,Site 7A,litterati-92684,11/10/2018 02:04:52 GMT,10/11/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/11/5ea4f5d9-9b05-3d11-815e-f82e78f7416d-92684/180x180.jpg,2021441,plastic,plastic,,other,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
"paper, strawwrapper",34.00392597/-117.35485522,-117.3548552,34.00392597,Site 7A,litterati-92684,11/10/2018 02:05:32 GMT,10/11/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/11/f8e80dcb-bbe1-367b-b74f-715f2f5c0da1-92684/180x180.jpg,2021444,paper,paper,straw wrapper,wrappers,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
"plastic, lid, straw",34.00389251/-117.3549233,-117.3549233,34.00389251,Site 7A,litterati-92684,11/10/2018 02:06:13 GMT,10/11/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/11/99050bd3-4040-38df-b0e7-ded962da80c7-92684/180x180.jpg,2021445,plastic,plastic,lid,lids,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
"plastic, lid, straw",34.00389251/-117.3549233,-117.3549233,34.00389251,Site 7A,litterati-92684,11/10/2018 02:06:13 GMT,10/11/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/11/99050bd3-4040-38df-b0e7-ded962da80c7-92684/180x180.jpg,2021445,plastic,plastic,straw,straws,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
"gumwrapper, ice cream cone wrapper, paper",34.00389245/-117.35492087,-117.3549209,34.00389245,Site 7A,litterati-92684,11/10/2018 02:06:49 GMT,10/11/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/11/4efde442-0ddf-3d2d-9ac6-1cd220ff75ea-92684/180x180.jpg,2021448,paper,paper,gum wrapper,foodwrappersorcontainers,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
"gumwrapper, ice cream cone wrapper, paper",34.00389245/-117.35492087,-117.3549209,34.00389245,Site 7A,litterati-92684,11/10/2018 02:06:49 GMT,10/11/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/11/4efde442-0ddf-3d2d-9ac6-1cd220ff75ea-92684/180x180.jpg,2021448,paper,paper,ice cream cone wrapper,foodwrappersorcontainers,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
"cigar wrapper, straw, plastic",34.00390233/-117.35491275,-117.3549128,34.00390233,Site 7A,litterati-92684,11/10/2018 02:08:05 GMT,10/11/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/11/ec1f452d-bdfa-3837-afee-16995d8a828d-92684/180x180.jpg,2021449,plastic,plastic,straw,straws,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
"cigar wrapper, straw, plastic",34.00390233/-117.35491275,-117.3549128,34.00390233,Site 7A,litterati-92684,11/10/2018 02:08:05 GMT,10/11/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/11/ec1f452d-bdfa-3837-afee-16995d8a828d-92684/180x180.jpg,2021449,plastic,plastic,tobacco wrapper,tobaccopackaging&wrappers,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
